sample_id,HALLMARK_GLYCOLYSIS,HALLMARK_OXIDATIVE_PHOSPHORYLATION,delta,label,HK2
2b2ee0d4-4834-47a8-8362-6e95d83919ad,0.9149184292623397,1.2519629572814914,-0.33704452801915175,Mixed,123.7918
2b393323-81e3-49e2-9acd-18eb8ab0c563,0.6495356002174115,1.461689935862477,-0.8121543356450656,Oxidative,2.0924
2b5b6593-4fe2-4c8a-92c6-5bd5a6c26320,0.8337973306100321,1.2795823410377065,-0.4457850104276744,Mixed,70.7778
2c1dfe31-3404-4bd8-b003-f3f649e21ecb,0.8748824790420959,1.2346994964947242,-0.3598170174526283,Mixed,28.8069
2d6da3de-d9be-4037-9fd7-e64d5c91ba1e,0.7803397799775948,1.3006536865749438,-0.520313906597349,Oxidative,7.692
2d6dd901-d11e-459e-ba2e-8a587e72633e,0.8544103983178776,1.2826311954638074,-0.42822079714592987,Mixed,22.8049
2e4b4712-a733-4599-8119-926aa5934be9,0.7881399004058605,1.3864541815188791,-0.5983142811130187,Oxidative,3.1505
2e5ca57e-8530-43b5-806f-8915d421552f,0.9060357381437729,1.295808800770004,-0.389773062626231,Mixed,53.9964
2f9b9698-edc6-4049-809c-9733f05f5c2b,0.8895568592548371,1.2594867806716985,-0.36992992141686143,Mixed,50.0067
2faa29c8-49e9-4fda-baea-f73583f3a27f,0.8975998177428358,1.3265825500833646,-0.42898273234052875,Mixed,54.6183
2fb6d7bd-f6df-45a4-b8a7-8de33119d52f,0.7416550713340192,1.4091944560586447,-0.6675393847246255,Oxidative,0.9622
304948c1-e699-44b0-814d-defc3a1119f3,0.9134726379830725,1.2967170355000444,-0.3832443975169718,Mixed,50.1977
307fc027-0530-452b-8fa9-d46f7fc73d0e,0.7500273045871381,0.9797424680698592,-0.22971516348272114,Mixed,34.2557
32d5318e-4553-4f8d-81bb-82f59885fc60,0.9195044383812879,1.22763836255143,-0.30813392417014207,Mixed,31.1091
